laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,Storage
878,Huawei,Huawei Gaming 878,Netbook,14.7,"14.7"" 2560x1440",AMD Ryzen 7,16,32GB,NVIDIA GeForce RTX 3060,Windows 10,2.66,493,Yes,No,HDD
879,Apple,Apple Gaming 879,Notebook,16.6,"16.6"" 1920x1080",AMD Ryzen 7,4,1TB,AMD Radeon RX 6600M,macOS,1.89,1107,No,Yes,Hybrid
880,MSI,MSI Workstation 880,Workstation,14.4,"14.4"" 1920x1080",Intel Core i5,64,16GB,NVIDIA GeForce GTX 1660,macOS,2.44,1856,No,Yes,SSD
881,Razer,Razer Ultrabook 881,2 in 1 Convertible,13.7,"13.7"" 1920x1080",AMD Ryzen 9,4,64GB,NVIDIA GeForce RTX 3070,Linux,1.35,2073,Yes,Yes,Hybrid
882,HP,HP Netbook 882,Notebook,12.7,"12.7"" 1366x768",Intel Core i3,16,1TB,NVIDIA GeForce RTX 3080,Windows 11,1.62,1149,No,No,HDD
883,Razer,Razer 2 in 1 Convertible 883,Netbook,16.6,"16.6"" 2560x1440",AMD Ryzen 3,32,32GB,NVIDIA GeForce GTX 1660,Linux,1.84,627,Yes,No,Hybrid
884,Lenovo,Lenovo Gaming 884,Workstation,15.8,"15.8"" 3840x2160",AMD Ryzen 5,16,64GB,AMD Radeon RX 5500M,Chrome OS,2.0,664,Yes,Yes,HDD
885,Asus,Asus Notebook 885,2 in 1 Convertible,14.9,"14.9"" 1920x1080",Intel Core i7,8,128GB,AMD Radeon RX 5500M,Windows 10,1.32,758,Yes,Yes,HDD
886,Acer,Acer Ultrabook 886,Workstation,13.0,"13.0"" 2560x1440",Intel Core i3,16,64GB,NVIDIA GeForce RTX 3080,Chrome OS,2.49,1203,No,No,SSD
887,Lenovo,Lenovo Workstation 887,Netbook,13.9,"13.9"" 2560x1440",Intel Core i5,8,2TB,NVIDIA GeForce RTX 3070,Windows 10,2.16,569,Yes,Yes,Hybrid
888,Lenovo,Lenovo Workstation 888,Workstation,14.6,"14.6"" 1920x1080",AMD Ryzen 3,32,2TB,NVIDIA GeForce RTX 3070,Windows 10,1.47,1538,No,No,SSD
889,Apple,Apple 2 in 1 Convertible 889,Netbook,12.3,"12.3"" 2560x1440",AMD Ryzen 5,32,32GB,NVIDIA GeForce GTX 1650,macOS,2.41,1009,Yes,Yes,HDD
890,Asus,Asus Gaming 890,Ultrabook,13.1,"13.1"" 1366x768",Intel Core i3,8,64GB,NVIDIA GeForce GTX 1660,Windows 10,1.4,559,Yes,No,Hybrid
891,Apple,Apple 2 in 1 Convertible 891,Gaming,15.8,"15.8"" 3840x2160",AMD Ryzen 5,16,4GB,NVIDIA GeForce GTX 1660,macOS,3.86,1863,Yes,Yes,Hybrid
892,Lenovo,Lenovo 2 in 1 Convertible 892,2 in 1 Convertible,13.7,"13.7"" 1920x1080",Intel Core i7,4,1TB,Intel Iris Xe Graphics,macOS,1.75,558,Yes,No,SSD
893,Samsung,Samsung 2 in 1 Convertible 893,Gaming,15.9,"15.9"" 1920x1080",AMD Ryzen 3,8,2TB,Intel HD Graphics,Windows 10,3.94,321,Yes,No,Hybrid
894,Apple,Apple 2 in 1 Convertible 894,2 in 1 Convertible,15.6,"15.6"" 1920x1080",AMD Ryzen 3,16,512GB,Intel Iris Xe Graphics,macOS,2.45,662,Yes,No,HDD
895,Razer,Razer Ultrabook 895,Workstation,11.9,"11.9"" 2560x1440",Intel Core i9,128,4GB,Intel Iris Xe Graphics,macOS,2.08,2793,No,No,SSD
896,Dell,Dell 2 in 1 Convertible 896,Netbook,13.4,"13.4"" 1366x768",Intel Core i3,4,1TB,NVIDIA GeForce RTX 3050,Windows 10,1.83,296,No,Yes,SSD
897,Apple,Apple Netbook 897,Netbook,14.7,"14.7"" 1920x1080",AMD Ryzen 9,16,1TB,NVIDIA GeForce RTX 3080,macOS,1.73,2035,Yes,Yes,Hybrid
898,Huawei,Huawei Gaming 898,2 in 1 Convertible,12.2,"12.2"" 1920x1080",AMD Ryzen 7,16,128GB,NVIDIA GeForce RTX 3080,Linux,2.02,1500,Yes,No,Hybrid
899,Huawei,Huawei Netbook 899,Ultrabook,12.5,"12.5"" 2560x1440",Intel Core i5,8,64GB,NVIDIA GeForce RTX 3050,macOS,1.2,608,No,Yes,HDD
900,Acer,Acer Netbook 900,Notebook,14.7,"14.7"" 1920x1080",AMD Ryzen 3,8,1TB,AMD Radeon RX 6800M,Linux,1.88,473,Yes,Yes,SSD
901,MSI,MSI 2 in 1 Convertible 901,Gaming,15.8,"15.8"" 2560x1440",Intel Core i9,16,4GB,NVIDIA GeForce GTX 1660,Chrome OS,2.03,1888,Yes,Yes,SSD
902,Asus,Asus Notebook 902,Notebook,16.4,"16.4"" 2560x1440",Intel Core i7,8,512GB,NVIDIA GeForce GTX 1650,Windows 11,2.3,637,No,Yes,Hybrid
903,Acer,Acer 2 in 1 Convertible 903,Ultrabook,11.2,"11.2"" 2560x1440",AMD Ryzen 7,8,4GB,NVIDIA GeForce RTX 3050,Linux,0.99,763,Yes,Yes,SSD
904,MSI,MSI Notebook 904,Notebook,15.1,"15.1"" 2560x1440",Intel Core i7,16,128GB,AMD Radeon RX 6700M,Windows 10,1.23,1473,No,No,SSD
905,Dell,Dell Netbook 905,Notebook,16.9,"16.9"" 2560x1440",AMD Ryzen 3,8,8GB,NVIDIA GeForce RTX 3060,Linux,2.53,653,Yes,Yes,SSD
906,Huawei,Huawei Ultrabook 906,Notebook,13.6,"13.6"" 1366x768",Intel Core i5,8,8GB,NVIDIA GeForce GTX 1660,Windows 11,2.07,355,No,No,Hybrid
907,MSI,MSI Notebook 907,Gaming,15.0,"15.0"" 3840x2160",AMD Ryzen 5,16,512GB,NVIDIA GeForce RTX 3060,Windows 11,2.62,1645,Yes,No,Hybrid
908,Samsung,Samsung Netbook 908,Netbook,17.2,"17.2"" 2560x1440",Intel Core i7,32,32GB,AMD Radeon RX 5500M,Linux,2.22,578,Yes,No,Hybrid
909,Samsung,Samsung Gaming 909,Gaming,15.5,"15.5"" 3840x2160",Intel Core i3,32,8GB,NVIDIA GeForce GTX 1660,macOS,3.77,1312,No,Yes,Hybrid
910,Lenovo,Lenovo Notebook 910,Notebook,17.1,"17.1"" 3840x2160",Intel Core i5,16,2TB,Intel HD Graphics,Chrome OS,1.48,507,No,No,SSD
911,LG,LG 2 in 1 Convertible 911,Notebook,16.1,"16.1"" 1920x1080",AMD Ryzen 5,8,4GB,NVIDIA GeForce GTX 1650,Chrome OS,1.5,505,Yes,Yes,SSD
912,Asus,Asus 2 in 1 Convertible 912,Netbook,16.1,"16.1"" 3840x2160",AMD Ryzen 3,4,16GB,NVIDIA GeForce RTX 3060,Windows 11,1.81,298,No,Yes,SSD
913,Lenovo,Lenovo Gaming 913,Workstation,11.8,"11.8"" 1920x1080",AMD Ryzen 5,128,64GB,AMD Radeon RX 6700M,Linux,1.6,2611,Yes,Yes,SSD
914,Razer,Razer Netbook 914,2 in 1 Convertible,15.0,"15.0"" 1920x1080",AMD Ryzen 9,16,512GB,NVIDIA GeForce GTX 1650,Chrome OS,2.0,1651,Yes,No,HDD
915,Acer,Acer Netbook 915,Workstation,16.3,"16.3"" 1920x1080",Intel Core i9,32,8GB,AMD Radeon RX 5500M,Windows 10,1.51,1253,Yes,No,Hybrid
916,Lenovo,Lenovo 2 in 1 Convertible 916,Gaming,16.2,"16.2"" 2560x1440",Intel Core i9,16,2TB,Intel HD Graphics,Windows 11,3.2,1063,Yes,Yes,Hybrid
917,HP,HP Workstation 917,Notebook,14.9,"14.9"" 1366x768",Intel Core i9,8,32GB,NVIDIA GeForce RTX 3080,Chrome OS,2.45,1568,Yes,Yes,Hybrid
918,Acer,Acer Gaming 918,Netbook,15.3,"15.3"" 2560x1440",AMD Ryzen 3,4,128GB,NVIDIA GeForce GTX 1660,Linux,2.29,200,Yes,Yes,HDD
919,Microsoft,Microsoft Workstation 919,Notebook,15.5,"15.5"" 3840x2160",AMD Ryzen 9,8,64GB,NVIDIA GeForce RTX 3080,Chrome OS,1.4,1868,Yes,No,SSD
920,Microsoft,Microsoft Notebook 920,Netbook,12.4,"12.4"" 2560x1440",AMD Ryzen 7,8,2TB,NVIDIA GeForce RTX 3070,Chrome OS,1.27,1098,Yes,Yes,Hybrid
921,LG,LG Notebook 921,Notebook,15.3,"15.3"" 1920x1080",Intel Core i9,4,64GB,Intel Iris Xe Graphics,Windows 11,2.18,520,Yes,Yes,Hybrid
922,Lenovo,Lenovo 2 in 1 Convertible 922,2 in 1 Convertible,13.3,"13.3"" 2560x1440",AMD Ryzen 3,8,256GB,AMD Radeon RX 6700M,Linux,1.42,597,Yes,Yes,HDD
923,MSI,MSI Netbook 923,Workstation,12.1,"12.1"" 1920x1080",AMD Ryzen 5,128,64GB,AMD Radeon RX 6700M,Linux,2.2,2818,Yes,Yes,SSD
924,Microsoft,Microsoft Ultrabook 924,Ultrabook,12.8,"12.8"" 1366x768",AMD Ryzen 7,8,8GB,NVIDIA GeForce GTX 1660,macOS,1.27,1250,No,Yes,SSD
925,Apple,Apple Gaming 925,Workstation,16.6,"16.6"" 3840x2160",Intel Core i5,64,8GB,NVIDIA GeForce RTX 3050,macOS,2.82,3279,No,No,SSD
926,Dell,Dell Gaming 926,Netbook,11.2,"11.2"" 2560x1440",AMD Ryzen 3,4,64GB,NVIDIA GeForce RTX 3080,Chrome OS,1.81,510,No,No,SSD
927,Dell,Dell Notebook 927,2 in 1 Convertible,12.5,"12.5"" 1366x768",AMD Ryzen 7,4,8GB,NVIDIA GeForce RTX 3070,Windows 10,1.99,982,Yes,No,SSD
928,Lenovo,Lenovo Notebook 928,Ultrabook,13.9,"13.9"" 1920x1080",AMD Ryzen 3,8,4GB,AMD Radeon RX 5500M,macOS,0.93,373,No,No,SSD
929,Samsung,Samsung Ultrabook 929,Workstation,13.0,"13.0"" 1366x768",AMD Ryzen 7,64,64GB,NVIDIA GeForce GTX 1660,Windows 11,2.48,2427,No,No,HDD
930,HP,HP Notebook 930,2 in 1 Convertible,13.3,"13.3"" 1920x1080",Intel Core i5,4,2TB,NVIDIA GeForce RTX 3050,Windows 10,2.62,641,Yes,No,SSD
931,Acer,Acer 2 in 1 Convertible 931,Ultrabook,13.8,"13.8"" 2560x1440",AMD Ryzen 9,32,2TB,AMD Radeon RX 6600M,Windows 10,1.41,1282,No,Yes,SSD
932,Lenovo,Lenovo Netbook 932,2 in 1 Convertible,13.2,"13.2"" 1366x768",Intel Core i9,8,1TB,AMD Radeon RX 5500M,Chrome OS,1.9,950,Yes,No,HDD
933,Dell,Dell Gaming 933,2 in 1 Convertible,13.2,"13.2"" 2560x1440",AMD Ryzen 5,8,512GB,NVIDIA GeForce GTX 1660,Chrome OS,2.27,864,Yes,No,SSD
934,LG,LG Workstation 934,2 in 1 Convertible,14.2,"14.2"" 1920x1080",AMD Ryzen 3,4,1TB,NVIDIA GeForce GTX 1660,macOS,1.7,330,Yes,Yes,HDD
935,Razer,Razer Notebook 935,Ultrabook,11.1,"11.1"" 2560x1440",AMD Ryzen 9,32,16GB,AMD Radeon RX 6700M,Windows 10,0.97,3449,No,Yes,SSD
936,MSI,MSI Ultrabook 936,2 in 1 Convertible,15.5,"15.5"" 3840x2160",AMD Ryzen 3,4,16GB,AMD Radeon RX 6700M,macOS,2.64,484,Yes,No,SSD
937,Lenovo,Lenovo 2 in 1 Convertible 937,Netbook,13.3,"13.3"" 1920x1080",AMD Ryzen 5,4,256GB,NVIDIA GeForce RTX 3070,Chrome OS,2.81,572,Yes,No,SSD
938,Microsoft,Microsoft Gaming 938,Ultrabook,12.2,"12.2"" 1920x1080",Intel Core i7,4,512GB,NVIDIA GeForce RTX 3080,Windows 11,1.13,1556,No,Yes,Hybrid
939,MSI,MSI Gaming 939,Ultrabook,12.4,"12.4"" 2560x1440",AMD Ryzen 3,32,32GB,AMD Radeon RX 6800M,macOS,1.08,1235,Yes,Yes,Hybrid
940,Dell,Dell Netbook 940,Netbook,16.8,"16.8"" 3840x2160",AMD Ryzen 3,16,512GB,NVIDIA GeForce RTX 3050,macOS,2.61,516,Yes,No,HDD
941,MSI,MSI Workstation 941,Notebook,12.3,"12.3"" 1920x1080",Intel Core i7,4,256GB,NVIDIA GeForce RTX 3060,macOS,2.79,909,Yes,No,Hybrid
942,Apple,Apple Workstation 942,Netbook,15.5,"15.5"" 2560x1440",Intel Core i7,32,2TB,NVIDIA GeForce RTX 3070,macOS,2.94,2145,Yes,Yes,Hybrid
943,Apple,Apple Workstation 943,Ultrabook,12.4,"12.4"" 1366x768",Intel Core i9,32,512GB,AMD Radeon RX 6800M,macOS,1.37,5000,No,Yes,Hybrid
944,MSI,MSI Ultrabook 944,Gaming,17.2,"17.2"" 2560x1440",Intel Core i9,64,2TB,Intel Iris Xe Graphics,Windows 10,2.16,1992,No,Yes,HDD
945,Asus,Asus Ultrabook 945,Ultrabook,12.9,"12.9"" 1366x768",AMD Ryzen 3,32,512GB,AMD Radeon RX 6800M,Linux,1.08,1012,No,Yes,SSD
946,Apple,Apple Ultrabook 946,Ultrabook,13.2,"13.2"" 1366x768",Intel Core i7,32,2TB,AMD Radeon RX 6800M,macOS,1.44,3085,No,Yes,HDD
947,Acer,Acer Workstation 947,Ultrabook,11.9,"11.9"" 1920x1080",AMD Ryzen 3,32,512GB,NVIDIA GeForce RTX 3070,macOS,1.3,1141,No,No,Hybrid
948,Microsoft,Microsoft 2 in 1 Convertible 948,Ultrabook,11.1,"11.1"" 1366x768",AMD Ryzen 5,8,1TB,AMD Radeon RX 6800M,Windows 10,1.11,1427,No,Yes,Hybrid
949,Asus,Asus Notebook 949,2 in 1 Convertible,12.5,"12.5"" 2560x1440",Intel Core i9,16,64GB,AMD Radeon RX 6800M,Linux,1.95,1526,Yes,No,SSD
950,Apple,Apple 2 in 1 Convertible 950,2 in 1 Convertible,15.2,"15.2"" 1920x1080",Intel Core i5,4,256GB,AMD Radeon RX 6600M,macOS,2.59,1038,Yes,Yes,HDD
951,Dell,Dell Gaming 951,Workstation,14.3,"14.3"" 1366x768",Intel Core i5,16,1TB,NVIDIA GeForce RTX 3060,Windows 11,2.08,1396,Yes,No,Hybrid
952,Asus,Asus Gaming 952,2 in 1 Convertible,12.9,"12.9"" 2560x1440",AMD Ryzen 3,16,128GB,NVIDIA GeForce RTX 3060,Windows 11,2.94,741,Yes,Yes,Hybrid
953,Huawei,Huawei Gaming 953,Netbook,15.3,"15.3"" 3840x2160",AMD Ryzen 9,8,128GB,AMD Radeon RX 5500M,Windows 11,1.64,386,No,No,Hybrid
954,Razer,Razer Netbook 954,Gaming,15.5,"15.5"" 2560x1440",Intel Core i7,64,32GB,NVIDIA GeForce RTX 3060,Windows 11,3.85,4497,No,Yes,SSD
955,Lenovo,Lenovo Workstation 955,Netbook,15.4,"15.4"" 1920x1080",Intel Core i3,4,128GB,NVIDIA GeForce RTX 3050,macOS,2.07,308,No,No,Hybrid
956,Samsung,Samsung Notebook 956,Netbook,13.1,"13.1"" 1366x768",Intel Core i9,4,1TB,AMD Radeon RX 6700M,macOS,2.23,604,No,No,SSD
957,HP,HP Workstation 957,Workstation,16.3,"16.3"" 3840x2160",Intel Core i5,128,8GB,Intel Iris Xe Graphics,Chrome OS,1.47,1262,Yes,No,HDD
958,Dell,Dell Netbook 958,2 in 1 Convertible,12.1,"12.1"" 1366x768",Intel Core i9,16,64GB,NVIDIA GeForce RTX 3080,Chrome OS,2.31,3163,Yes,Yes,HDD
959,Acer,Acer Workstation 959,Notebook,11.3,"11.3"" 1920x1080",AMD Ryzen 9,32,64GB,AMD Radeon RX 6800M,Windows 11,1.8,1301,Yes,No,Hybrid
960,MSI,MSI 2 in 1 Convertible 960,Gaming,16.6,"16.6"" 2560x1440",AMD Ryzen 7,64,1TB,AMD Radeon RX 6800M,Chrome OS,2.87,3217,No,No,Hybrid
961,Lenovo,Lenovo 2 in 1 Convertible 961,Ultrabook,13.8,"13.8"" 2560x1440",Intel Core i5,4,512GB,NVIDIA GeForce RTX 3060,Chrome OS,0.89,841,Yes,No,SSD
962,Microsoft,Microsoft Ultrabook 962,Notebook,12.8,"12.8"" 1920x1080",AMD Ryzen 5,8,32GB,NVIDIA GeForce RTX 3060,Linux,2.94,1012,Yes,No,SSD
963,Razer,Razer Notebook 963,Gaming,15.3,"15.3"" 2560x1440",Intel Core i5,8,16GB,AMD Radeon RX 6700M,Windows 10,3.2,1530,Yes,No,SSD
964,Apple,Apple Ultrabook 964,Ultrabook,13.1,"13.1"" 1366x768",AMD Ryzen 3,16,4GB,NVIDIA GeForce GTX 1660,macOS,1.26,1175,Yes,No,Hybrid
965,Huawei,Huawei Workstation 965,2 in 1 Convertible,13.2,"13.2"" 2560x1440",AMD Ryzen 7,8,512GB,AMD Radeon RX 6600M,Linux,2.47,638,Yes,Yes,SSD
966,HP,HP 2 in 1 Convertible 966,Netbook,11.1,"11.1"" 2560x1440",AMD Ryzen 7,8,1TB,AMD Radeon RX 6700M,Chrome OS,1.96,646,No,No,SSD
967,Razer,Razer 2 in 1 Convertible 967,Netbook,12.3,"12.3"" 1920x1080",AMD Ryzen 3,16,16GB,NVIDIA GeForce RTX 3060,Linux,1.22,583,Yes,No,HDD
968,Acer,Acer Ultrabook 968,Ultrabook,12.8,"12.8"" 1366x768",Intel Core i7,4,512GB,NVIDIA GeForce GTX 1650,Chrome OS,1.25,596,No,Yes,Hybrid
969,Dell,Dell Gaming 969,Ultrabook,13.6,"13.6"" 2560x1440",AMD Ryzen 5,32,1TB,NVIDIA GeForce RTX 3080,macOS,1.01,2764,No,Yes,Hybrid
970,LG,LG Gaming 970,2 in 1 Convertible,12.2,"12.2"" 1366x768",AMD Ryzen 9,16,32GB,NVIDIA GeForce RTX 3060,Windows 11,1.03,1539,Yes,Yes,Hybrid
971,Samsung,Samsung Netbook 971,Workstation,15.7,"15.7"" 2560x1440",Intel Core i3,32,64GB,NVIDIA GeForce RTX 3060,Linux,2.52,1560,No,No,SSD
972,LG,LG Notebook 972,2 in 1 Convertible,13.7,"13.7"" 1366x768",Intel Core i5,32,32GB,AMD Radeon RX 6800M,macOS,1.2,1768,Yes,Yes,Hybrid
973,Razer,Razer Notebook 973,Workstation,12.7,"12.7"" 1366x768",AMD Ryzen 3,16,32GB,Intel Iris Xe Graphics,Chrome OS,1.02,808,No,Yes,HDD
974,Apple,Apple Workstation 974,Netbook,13.2,"13.2"" 1920x1080",AMD Ryzen 3,32,128GB,NVIDIA GeForce RTX 3070,macOS,2.31,1335,Yes,Yes,SSD
975,MSI,MSI 2 in 1 Convertible 975,Notebook,15.0,"15.0"" 1920x1080",Intel Core i7,4,16GB,NVIDIA GeForce RTX 3080,Windows 11,2.12,1165,No,No,Hybrid
976,Apple,Apple Netbook 976,Gaming,15.1,"15.1"" 1920x1080",AMD Ryzen 3,16,4GB,AMD Radeon RX 6700M,macOS,2.43,1779,No,No,Hybrid
977,Huawei,Huawei Workstation 977,Gaming,16.0,"16.0"" 1920x1080",Intel Core i7,16,16GB,AMD Radeon RX 5500M,macOS,3.43,899,Yes,Yes,SSD
978,Lenovo,Lenovo Workstation 978,Gaming,17.2,"17.2"" 2560x1440",Intel Core i5,16,512GB,Intel Iris Xe Graphics,Windows 11,3.2,849,No,No,Hybrid
979,Acer,Acer Workstation 979,2 in 1 Convertible,15.1,"15.1"" 1920x1080",Intel Core i3,32,16GB,Intel HD Graphics,Windows 11,2.23,342,Yes,No,HDD
980,Razer,Razer Ultrabook 980,Gaming,15.6,"15.6"" 2560x1440",AMD Ryzen 7,32,128GB,Intel HD Graphics,Chrome OS,2.99,1319,No,No,SSD
981,MSI,MSI Workstation 981,Gaming,17.2,"17.2"" 3840x2160",AMD Ryzen 5,16,1TB,AMD Radeon RX 6600M,Windows 11,3.52,1490,No,Yes,SSD
982,Razer,Razer Gaming 982,Ultrabook,12.3,"12.3"" 1920x1080",AMD Ryzen 3,8,8GB,Intel Iris Xe Graphics,Chrome OS,0.92,657,Yes,No,Hybrid
983,Asus,Asus Netbook 983,Netbook,13.4,"13.4"" 2560x1440",AMD Ryzen 9,4,512GB,NVIDIA GeForce RTX 3080,Windows 10,1.03,789,No,Yes,SSD
984,LG,LG Netbook 984,Gaming,16.7,"16.7"" 2560x1440",Intel Core i9,64,128GB,NVIDIA GeForce RTX 3060,Windows 11,2.29,4101,Yes,Yes,SSD
985,Microsoft,Microsoft Notebook 985,2 in 1 Convertible,13.4,"13.4"" 1920x1080",AMD Ryzen 3,16,64GB,AMD Radeon RX 6800M,macOS,2.32,1019,Yes,No,SSD
986,Dell,Dell Netbook 986,2 in 1 Convertible,13.8,"13.8"" 1920x1080",Intel Core i5,32,512GB,NVIDIA GeForce RTX 3060,macOS,2.24,1662,Yes,No,SSD
987,Asus,Asus 2 in 1 Convertible 987,Workstation,14.1,"14.1"" 1920x1080",Intel Core i5,128,512GB,NVIDIA GeForce RTX 3060,Chrome OS,1.24,1973,Yes,No,Hybrid
988,MSI,MSI 2 in 1 Convertible 988,Workstation,11.8,"11.8"" 2560x1440",AMD Ryzen 5,64,1TB,AMD Radeon RX 6600M,Windows 11,1.26,1778,Yes,No,Hybrid
989,Asus,Asus Gaming 989,2 in 1 Convertible,13.9,"13.9"" 1920x1080",Intel Core i3,4,2TB,AMD Radeon RX 6600M,macOS,2.6,373,Yes,No,SSD
990,Apple,Apple Netbook 990,Netbook,11.4,"11.4"" 1920x1080",AMD Ryzen 3,4,256GB,NVIDIA GeForce RTX 3050,macOS,1.69,382,No,Yes,SSD
991,MSI,MSI Workstation 991,Notebook,17.1,"17.1"" 2560x1440",Intel Core i3,8,32GB,NVIDIA GeForce RTX 3080,Windows 10,1.01,836,Yes,Yes,HDD
992,Huawei,Huawei 2 in 1 Convertible 992,Gaming,16.2,"16.2"" 1920x1080",AMD Ryzen 5,32,64GB,NVIDIA GeForce RTX 3070,Windows 10,3.95,1414,Yes,Yes,SSD
993,MSI,MSI Netbook 993,Gaming,16.8,"16.8"" 2560x1440",Intel Core i3,32,2TB,AMD Radeon RX 5500M,Windows 11,3.92,875,Yes,Yes,SSD
994,Samsung,Samsung 2 in 1 Convertible 994,Ultrabook,12.7,"12.7"" 2560x1440",Intel Core i5,8,4GB,AMD Radeon RX 5500M,Chrome OS,1.0,584,Yes,Yes,Hybrid
995,Dell,Dell Ultrabook 995,Workstation,12.2,"12.2"" 1366x768",Intel Core i5,32,4GB,NVIDIA GeForce RTX 3080,Windows 11,2.87,3081,Yes,Yes,Hybrid
996,Huawei,Huawei Workstation 996,Workstation,12.1,"12.1"" 1920x1080",Intel Core i9,32,4GB,AMD Radeon RX 6800M,Windows 10,1.16,2123,No,Yes,SSD
997,Apple,Apple Netbook 997,Notebook,15.7,"15.7"" 2560x1440",AMD Ryzen 3,4,2TB,NVIDIA GeForce GTX 1660,macOS,2.56,630,No,Yes,SSD
998,Razer,Razer Notebook 998,Gaming,16.9,"16.9"" 2560x1440",Intel Core i5,64,256GB,Intel Iris Xe Graphics,macOS,2.51,1843,No,Yes,Hybrid
999,LG,LG Gaming 999,Netbook,16.3,"16.3"" 1920x1080",AMD Ryzen 9,8,64GB,Intel Iris Xe Graphics,Linux,2.49,482,No,No,HDD
1000,LG,LG Ultrabook 1000,2 in 1 Convertible,12.1,"12.1"" 1366x768",AMD Ryzen 9,32,256GB,NVIDIA GeForce RTX 3050,Chrome OS,2.32,1715,Yes,Yes,SSD
